"","vote","party.id","class","ethnicity","gender","mobility","inequality","btry","immcult","immcrime","immecon","bviolent","bhard","wappr","wfavors","wcontrol","jobworry","econstate","econgood","econnext","econfin","econahead","anxiety","bv","racism","xphobia"
"1329",0,"dem","don't know/refuse","white","female",2,17,1,1,1,3,4,1,5,5,5,NA,1,4,2,3,3,NA,3,5,5
"1330",0,"dem","working","nonwhite","female",2,50,5,2,2,3,4,2,3,4,3,5,3,4,3,3,3,11,3,10,7
"1331",0,"ind","lower","white","female",2,26,3,3,3,3,1,3,1,5,4,2,3,3,2,5,4,11,1,7,9
"1332",0,"ind","working","white","female",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,3,-6,3,3,NA,NA,NA,NA,NA,NA
"1333",1,"rep","don't know/refuse","white","female",3,5,5,3,3,5,4,4,3,4,4,NA,3,5,3,1,3,NA,3,12,11
"1334",0,"rep","middle",NA,"female",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,4,2,-6,4,2,NA,NA,NA,NA,NA,NA
"1335",1,NA,"middle","nonwhite","male",2,64,3,3,4,2,3,4,2,5,2,2,5,4,5,3,3,8,2,9,9
"1336",0,"dem","don't know/refuse","white","female",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,NA,-6,5,4,NA,NA,NA,NA,NA,NA
"1337",0,"ind","don't know/refuse","nonwhite","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,NA,-6,2,-2,NA,NA,NA,NA,NA,NA
"1338",0,"ind","middle","white","female",2,21,5,1,1,2,4,5,3,3,3,3,3,4,3,3,3,9,3,13,4
"1339",1,"rep","working","white","male",3,32,5,2,3,5,7,4,1,2,3,3,4,3,4,3,3,9,5,14,10
"1340",1,"rep","don't know/refuse","white","male",2,38,1,1,4,1,5,5,3,5,3,1,2,2,3,3,2,6,4,10,6
"1341",0,"ind","don't know/refuse","nonwhite","female",2,32,1,2,2,2,1,1,5,5,5,2,3,3,5,4,3,9,1,3,6
"1342",0,"rep","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,2,-6,4,5,NA,NA,NA,NA,NA,NA
"1343",0,"rep","upper","white","male",3,38,4,3,4,3,6,4,3,3,3,2,3,5,3,2,2,6,5,13,10
"1344",0,NA,"middle","nonwhite","female",1,29,1,1,1,1,1,3,3,5,5,1,3,1,3,1,2,4,1,5,3
"1345",0,"dem","don't know/refuse","white","female",2,80,3,3,3,3,4,3,3,5,3,2,3,4,4,3,4,9,3,9,9
"1346",0,"dem","don't know/refuse","white","female",2,21,3,2,2,3,4,3,2,4,3,2,2,3,4,3,2,7,3,9,7
"1347",0,"ind","don't know/refuse","nonwhite","male",2,-9,4,1,1,2,5,3,3,5,3,2,3,3,3,2,4,8,4,11,4
"1348",0,"ind","middle","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,2,-6,4,2,NA,NA,NA,NA,NA,NA
"1349",1,"rep","middle","white","male",2,7,5,4,3,3,3,5,2,3,3,NA,5,5,2,2,4,NA,2,12,10
"1350",0,"dem","middle","white","female",2,17,2,1,1,2,4,2,5,4,5,NA,3,3,3,1,2,NA,3,7,4
"1351",0,"ind","working","nonwhite","female",3,32,3,3,3,3,5,4,5,4,5,2,3,3,3,1,3,6,4,11,9
"1352",0,"dem","don't know/refuse","nonwhite","male",2,7,4,1,2,2,7,5,2,5,2,5,3,3,3,5,2,12,5,14,5
"1353",0,"dem","don't know/refuse","white","female",2,10,3,1,1,2,2,4,2,4,4,NA,1,2,2,2,5,NA,1,8,4
"1354",0,"dem","don't know/refuse","white","female",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,5,3,-6,4,4,NA,NA,NA,NA,NA,NA
"1355",1,"ind","don't know/refuse","white","female",2,50,4,2,2,2,6,4,3,4,3,2,3,4,3,3,2,7,5,13,6
"1356",0,"dem","middle","white","female",2,17,1,1,1,1,3,1,5,5,5,NA,1,-9,3,2,4,NA,2,4,3
"1357",0,"dem","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,4,2,-6,4,3,NA,NA,NA,NA,NA,NA
"1358",0,"dem","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,5,NA,-6,2,2,NA,NA,NA,NA,NA,NA
"1359",0,"dem","middle","nonwhite","male",-7,-7,NA,NA,NA,NA,-7,NA,3,-7,3,2,-7,3,3,NA,NA,NA,NA,NA,NA
"1360",0,"ind","middle","white","female",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,4,3,-6,4,3,NA,NA,NA,NA,NA,NA
"1361",0,"ind","middle","white","female",1,14,2,2,3,2,3,2,2,3,4,1,2,4,2,2,3,6,2,6,7
"1362",0,"dem","middle","white","male",2,52,2,1,1,1,4,2,4,5,4,1,2,2,2,2,1,4,3,7,3
"1363",0,"ind","don't know/refuse","white","male",2,21,5,1,3,2,5,4,5,4,3,3,4,4,3,3,1,7,4,13,6
"1364",0,"ind","don't know/refuse","white","female",3,24,4,2,3,NA,3,3,2,4,4,NA,2,2,2,1,3,NA,2,9,NA
"1365",0,"ind","middle","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,NA,-6,2,2,NA,NA,NA,NA,NA,NA
"1366",0,"dem","middle","white","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,NA,-6,2,2,NA,NA,NA,NA,NA,NA
"1367",1,"rep","don't know/refuse","white","male",2,41,5,5,4,5,7,5,1,3,2,1,5,4,3,3,4,8,5,15,14
"1368",1,"ind","don't know/refuse","white","female",2,32,5,2,1,2,2,4,2,4,2,1,3,2,4,2,3,6,1,10,5
"1369",0,"rep","middle","white","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,1,-6,4,3,NA,NA,NA,NA,NA,NA
"1370",1,"ind","don't know/refuse","white","male",2,39,5,4,4,1,4,5,3,2,1,1,5,4,3,2,4,7,3,13,9
"1371",1,"ind","don't know/refuse","white","female",2,24,5,1,1,1,1,3,2,-9,2,3,5,5,2,5,3,11,1,9,3
"1372",0,"ind","don't know/refuse","white","female",2,35,3,1,NA,1,-9,3,2,-9,3,2,1,3,4,3,2,7,NA,NA,NA
"1373",0,"ind","don't know/refuse","white","male",2,47,3,2,3,4,4,3,3,3,3,1,3,3,3,2,3,6,3,9,9
"1374",1,"rep","middle","white","female",2,10,5,5,5,5,6,5,3,2,3,NA,4,5,5,1,5,NA,5,15,15
"1375",0,"dem","working","nonwhite","female",3,32,1,1,1,1,3,1,5,5,5,NA,1,2,2,4,3,NA,2,4,3
"1376",0,"dem","working","white","male",2,48,5,1,1,1,1,3,5,5,5,1,2,4,2,5,4,10,1,9,3
"1377",0,"ind","don't know/refuse","white","male",1,5,4,2,4,3,7,4,2,4,3,NA,2,2,3,3,2,NA,5,13,9
"1378",0,"dem","middle","white","male",3,80,4,2,1,3,3,4,2,5,3,NA,1,2,1,2,2,NA,2,10,6
"1379",0,"ind","working","nonwhite","male",3,50,5,1,1,1,6,5,1,4,1,1,3,2,1,1,2,4,5,15,3
"1380",0,"ind","working","white","female",3,49,3,2,3,4,5,3,4,4,3,1,3,4,3,4,4,9,4,10,9
"1381",0,"dem","middle","nonwhite","female",2,32,1,4,4,5,1,1,5,4,2,NA,4,4,5,5,4,NA,1,3,13
"1382",0,"dem","middle","white","male",2,50,1,1,1,1,4,1,5,5,5,1,2,2,2,1,1,3,3,5,3
"1383",1,"ind","don't know/refuse","white","male",2,50,2,2,3,2,6,2,5,4,5,2,4,5,3,3,3,8,5,9,7
"1384",0,"rep","middle","white","female",-6,-6,NA,NA,NA,NA,-6,NA,-5,-6,-5,2,-6,5,5,NA,NA,NA,NA,NA,NA
"1385",1,NA,"middle","white","male",3,50,5,1,1,1,3,3,3,4,3,2,3,5,5,2,2,6,2,10,3
"1386",0,"dem","lower","white","female",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,4,NA,-6,4,3,NA,NA,NA,NA,NA,NA
"1387",0,"ind","middle","white","male",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,5,3,-6,3,3,NA,NA,NA,NA,NA,NA
"1388",0,"ind","working","white","male",2,5,3,3,2,3,3,3,3,4,1,NA,2,4,3,4,3,NA,2,8,8
"1389",1,"rep","working","nonwhite","female",2,27,5,1,1,2,7,5,3,2,3,1,4,3,3,2,4,7,5,15,4
"1390",0,"dem","middle","white","male",2,80,4,1,1,3,2,2,5,4,5,1,2,3,3,3,4,8,1,7,5
"1391",0,"rep","don't know/refuse",NA,"female",-6,-6,NA,NA,NA,NA,-6,NA,1,-6,2,NA,-6,5,3,NA,NA,NA,NA,NA,NA
"1392",0,"ind","middle","white","female",-7,-7,NA,NA,NA,NA,-7,NA,5,-7,3,1,-7,4,3,NA,NA,NA,NA,NA,NA
"1393",0,"ind","don't know/refuse","white","male",2,800,5,3,3,3,5,5,3,3,2,2,4,5,1,5,5,12,4,14,9
"1394",0,"dem","working","nonwhite","male",2,50,1,2,4,2,4,1,5,5,5,1,2,3,2,3,3,7,3,5,8
"1395",0,"ind","working","white","female",2,30,3,2,3,3,5,3,2,4,3,2,4,4,4,4,3,9,4,10,8
"1396",0,"rep","working","white","male",2,47,4,1,4,2,4,2,4,4,5,2,3,3,3,3,2,7,3,9,7
"1397",1,"rep","middle","white","female",2,33,4,3,4,4,3,3,3,5,3,NA,4,4,4,3,3,NA,2,9,11
"1398",0,"dem","don't know/refuse","white","male",3,800,3,3,3,3,4,3,3,3,3,1,3,4,3,2,4,7,3,9,9
"1399",1,"rep","don't know/refuse","white","female",2,50,5,3,4,3,5,4,3,3,2,2,4,4,2,2,3,7,4,13,10
"1400",0,"dem","don't know/refuse","white","female",2,31,5,1,3,3,5,3,3,5,3,NA,3,5,2,5,3,NA,4,12,7
"1401",1,"rep","working","nonwhite","male",2,41,5,5,5,5,7,4,4,2,3,2,4,5,5,4,5,11,5,14,15
"1402",0,"ind","working","white","male",2,27,2,1,2,2,4,1,2,4,3,2,3,3,3,3,4,9,3,6,5
"1403",1,"dem","don't know/refuse","white","female",1,38,5,4,4,5,5,2,4,4,2,NA,3,4,5,3,3,NA,4,11,13
"1404",0,"dem","lower","nonwhite","female",2,49,1,1,1,1,2,2,5,4,4,NA,1,2,2,3,3,NA,1,4,3
"1405",0,"dem","lower","white","female",2,800,5,1,3,1,4,5,2,5,3,NA,3,2,3,2,4,NA,3,13,5
"1406",0,"rep","don't know/refuse","white","female",-7,-7,NA,NA,NA,NA,-7,NA,3,-7,2,NA,-7,4,3,NA,NA,NA,NA,NA,NA
"1407",0,"rep","working","nonwhite","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,1,-6,4,3,NA,NA,NA,NA,NA,NA
"1408",1,"ind","don't know/refuse","white","male",2,27,5,2,2,2,5,4,2,4,3,NA,4,4,2,3,4,NA,4,13,6
"1409",0,"rep","don't know/refuse","white","female",-6,-6,NA,NA,NA,NA,-6,NA,1,-6,1,1,-6,5,1,NA,NA,NA,NA,NA,NA
"1410",0,"ind","middle",NA,NA,2,17,1,1,2,2,5,1,5,4,5,1,4,4,3,4,4,9,4,6,5
"1411",0,"ind","working","white","female",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,4,1,-6,4,5,NA,NA,NA,NA,NA,NA
"1412",0,"rep","middle","white","male",2,79,3,3,2,4,4,4,3,2,3,3,3,3,2,3,1,7,3,10,9
"1413",1,NA,"working","white","male",2,49,3,5,5,5,4,3,3,2,3,NA,5,5,5,1,5,NA,3,9,15
"1414",0,"dem","don't know/refuse","white","male",2,47,4,1,3,3,3,1,3,3,4,5,3,5,3,5,3,13,2,7,7
"1415",0,"dem","middle","white","male",2,47,3,1,2,1,4,2,3,5,4,3,3,3,3,3,1,7,3,8,4
"1416",1,"ind","don't know/refuse",NA,"female",2,32,4,4,3,4,6,4,5,5,2,1,5,4,4,2,4,7,5,13,11
"1417",1,"rep","middle","white","female",3,24,4,3,4,3,5,3,4,4,3,NA,4,4,3,3,2,NA,4,11,10
"1418",1,"ind","middle","nonwhite","male",2,75,5,2,1,2,4,2,3,1,2,3,3,4,2,4,1,8,3,10,5
"1419",1,"ind","middle","white","male",2,50,3,2,3,2,4,3,3,4,3,2,2,3,3,3,3,8,3,9,7
"1420",0,"ind","working","white","male",2,78,4,4,4,4,5,2,2,4,2,1,3,4,4,4,4,9,4,10,12
"1421",0,"dem","working","nonwhite","female",1,21,4,2,2,2,5,4,4,4,2,NA,2,4,4,3,1,NA,4,12,6
"1422",0,"dem","middle","nonwhite","female",2,27,3,3,1,4,4,3,4,3,5,3,5,3,3,3,4,10,3,9,8
"1423",1,"dem","middle","white","female",2,27,5,3,3,4,4,4,2,4,2,NA,5,4,5,1,3,NA,3,12,10
"1424",0,"ind","middle","white","female",2,17,2,1,1,2,3,2,5,4,4,NA,2,2,3,2,4,NA,2,6,4
"1425",0,"rep","don't know/refuse","white","male",-7,-7,NA,NA,NA,NA,-7,NA,3,-7,3,NA,-7,5,2,NA,NA,NA,NA,NA,NA
"1426",1,"ind","don't know/refuse","white","female",2,50,4,3,3,3,4,5,1,3,1,NA,3,5,5,5,4,NA,3,12,9
"1427",1,"rep","don't know/refuse","white","male",2,50,4,2,4,2,6,5,2,2,2,3,4,4,2,3,3,9,5,14,8
"1428",0,"dem","don't know/refuse","white","female",2,24,4,4,5,1,6,3,5,5,4,4,4,3,1,5,5,14,5,12,10
"1429",0,"dem","middle","white","female",2,26,3,3,3,3,4,3,1,2,3,NA,3,3,3,3,3,NA,3,9,9
"1430",1,"rep","don't know/refuse","white","female",2,26,5,4,4,3,6,4,1,4,1,NA,3,4,3,3,4,NA,5,14,11
"1431",1,"ind","middle","nonwhite","male",2,27,5,2,2,3,3,4,1,2,3,NA,3,4,1,2,2,NA,2,11,7
"1432",0,"dem","upper","white","female",2,59,3,1,1,3,4,2,3,5,3,1,3,3,3,2,3,6,3,8,5
"1433",0,"dem","don't know/refuse","nonwhite","female",3,81,3,3,3,3,4,3,3,3,3,2,3,2,2,3,3,8,3,9,9
"1434",0,"dem","middle","white","female",2,800,2,1,1,2,4,2,4,5,5,NA,2,3,3,5,4,NA,3,7,4
"1435",0,"dem","don't know/refuse","white","male",1,48,2,1,1,1,4,1,3,4,3,1,1,2,1,2,2,5,3,6,3
"1436",0,"dem","middle","nonwhite","female",2,24,2,1,2,2,5,2,4,4,5,3,2,2,2,4,4,11,4,8,5
"1437",0,"ind","lower","nonwhite","female",2,32,3,1,2,2,4,2,3,5,3,NA,3,3,3,5,5,NA,3,8,5
"1438",0,NA,"don't know/refuse",NA,"male",2,50,4,3,3,3,4,4,3,4,3,2,3,3,3,2,4,8,3,11,9
"1439",0,"rep","don't know/refuse","white","male",2,24,5,2,2,2,4,5,2,3,4,1,2,3,1,4,4,9,3,13,6
"1440",1,"ind","upper","white","male",1,38,4,2,2,2,3,4,3,4,3,1,4,4,4,2,1,4,2,10,6
"1441",0,"dem","don't know/refuse","nonwhite","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,3,NA,-6,2,2,NA,NA,NA,NA,NA,NA
"1442",1,"rep","don't know/refuse","nonwhite","female",2,24,3,4,3,3,5,3,2,4,4,2,4,4,3,2,4,8,4,10,10
"1443",0,"ind","working","white","male",3,17,1,1,1,1,2,1,5,4,4,2,2,2,4,3,1,6,1,3,3
"1444",0,"dem","don't know/refuse","nonwhite","male",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,4,1,-6,4,4,NA,NA,NA,NA,NA,NA
"1445",0,"dem","upper","white","male",3,81,2,1,1,1,4,1,5,5,5,NA,2,3,2,3,1,NA,3,6,3
"1446",0,"ind","middle","nonwhite","male",2,32,1,2,2,2,1,1,4,4,2,NA,2,3,3,3,1,NA,1,3,6
"1447",0,"dem","don't know/refuse","white","female",2,50,4,3,4,3,4,3,3,2,3,NA,3,4,3,3,3,NA,3,10,10
"1448",0,"rep","working","white","female",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,2,5,-6,3,5,NA,NA,NA,NA,NA,NA
"1449",0,"rep","middle","nonwhite","male",2,24,3,2,2,3,4,3,4,4,4,NA,3,3,4,1,5,NA,3,9,7
"1450",0,"dem","working","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,NA,-6,4,3,NA,NA,NA,NA,NA,NA
"1451",0,"dem","working","nonwhite","male",1,38,4,1,1,2,3,2,2,2,3,1,2,2,2,3,3,7,2,8,4
"1452",0,"dem","middle","nonwhite","male",1,32,4,1,1,1,4,4,3,4,3,1,2,3,3,3,3,7,3,11,3
"1453",0,"rep","working","white","male",2,31,5,5,5,5,7,5,1,1,1,NA,3,4,5,3,4,NA,5,15,15
"1454",1,"rep","middle","white","male",2,38,3,2,4,2,1,2,4,5,3,2,2,2,4,2,4,8,1,6,8
"1455",0,"dem","working","white","male",2,48,5,4,4,2,7,1,1,5,1,1,5,3,2,5,5,11,5,11,10
"1456",1,"rep","middle","white","male",2,38,4,3,3,2,4,3,4,4,4,1,4,4,3,2,1,4,3,10,8
"1457",0,"ind","upper","white","male",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,2,NA,-6,4,3,NA,NA,NA,NA,NA,NA
"1458",1,"rep","middle","white","male",3,32,5,2,3,2,5,3,3,4,3,1,3,2,3,3,2,6,4,12,7
"1459",0,"ind","working","white","female",2,800,5,NA,NA,NA,-9,5,3,-9,3,2,3,4,4,3,4,9,NA,NA,NA
"1460",1,"ind","working","white","female",2,7,5,2,4,2,4,4,2,2,5,NA,4,5,3,3,1,NA,3,12,8
"1461",0,"dem","lower","nonwhite","male",2,75,2,2,1,2,1,2,4,4,2,NA,3,2,2,2,3,NA,1,5,5
"1462",1,"ind","middle","white","female",2,6,5,5,3,5,4,5,3,2,3,2,3,4,3,2,3,7,3,13,13
"1463",0,"ind","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,1,-6,4,3,NA,NA,NA,NA,NA,NA
"1464",0,"dem","upper","white","female",3,21,4,1,1,2,3,2,5,5,5,1,2,3,3,1,3,5,2,8,4
"1465",1,"ind","middle","white","male",2,800,3,2,2,2,4,1,4,4,3,1,4,3,3,2,3,6,3,7,6
"1466",0,"ind","middle","white","female",1,80,1,1,1,1,4,1,5,5,5,2,1,2,1,3,3,8,3,5,3
"1467",0,"ind","working","nonwhite","male",2,50,2,3,3,4,3,1,3,4,3,2,4,4,3,3,2,7,2,5,10
"1468",1,"rep","working","white","female",3,30,4,2,2,3,5,2,3,5,5,2,3,5,4,4,4,10,4,10,7
"1469",1,"rep","middle","white","female",2,7,5,3,4,4,3,4,3,2,3,1,4,5,3,3,4,8,2,11,11
"1470",0,"rep","don't know/refuse",NA,"male",2,50,5,4,4,2,3,4,-9,2,-9,NA,3,4,4,1,2,NA,2,11,10
"1471",1,"ind","working","white","female",2,61,5,3,3,4,5,3,4,4,4,1,3,4,3,1,4,6,4,12,10
"1472",0,"dem","working","nonwhite","male",2,41,4,5,1,1,2,4,1,2,1,2,4,3,1,4,1,7,1,9,7
"1473",0,"ind","working","white","female",2,50,5,1,4,2,4,2,5,5,5,1,2,4,5,4,4,9,3,10,7
"1474",0,"dem","don't know/refuse","white","female",2,50,2,1,2,1,1,2,5,5,5,2,3,2,3,4,4,10,1,5,4
"1475",1,"rep","working","white","male",2,32,5,5,5,3,6,5,3,4,2,1,3,3,3,5,4,10,5,15,13
"1476",1,"rep","upper","white","male",1,41,5,4,5,5,3,4,4,4,5,NA,5,4,3,3,1,NA,2,11,14
"1477",1,"rep","middle","white","male",2,50,4,3,3,3,3,3,4,5,5,NA,4,3,3,2,3,NA,2,9,9
"1478",0,"dem","working","white","female",3,17,2,2,2,2,3,2,5,5,4,NA,2,3,3,2,3,NA,2,6,6
"1479",0,"dem","don't know/refuse","nonwhite","male",2,10,4,2,1,4,6,4,3,2,3,2,3,3,2,3,2,7,5,13,7
"1480",0,"dem","working","nonwhite","male",3,26,1,5,1,1,1,1,3,1,3,5,1,1,1,2,1,8,1,3,7
"1481",1,"rep","middle","white","male",1,81,5,3,3,3,6,5,3,5,3,NA,2,3,2,4,3,NA,5,15,9
"1482",0,"ind","working","white","male",2,50,2,3,3,2,2,3,5,4,5,1,3,4,3,3,3,7,1,6,8
"1483",0,"rep","middle","white","female",1,32,5,3,2,2,5,4,3,4,3,NA,5,4,3,3,1,NA,4,13,7
"1484",0,"ind","lower","white","male",2,27,3,2,2,3,4,2,5,4,3,NA,4,4,5,4,4,NA,3,8,7
"1485",0,NA,"middle","white","female",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,2,NA,-6,3,4,NA,NA,NA,NA,NA,NA
"1486",0,"dem","don't know/refuse","white","female",3,52,1,1,1,2,4,1,5,5,5,1,2,2,2,1,4,6,3,5,4
"1487",0,"rep","don't know/refuse","white","male",2,49,4,1,2,2,5,3,4,4,4,1,2,3,3,1,3,5,4,11,5
"1488",0,"dem","lower","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,3,NA,-6,4,3,NA,NA,NA,NA,NA,NA
"1489",0,"ind","working","white","other",2,800,1,1,1,1,4,1,5,5,4,5,2,3,3,5,5,15,3,5,3
"1490",1,"ind","middle","white","female",2,5,5,4,2,1,3,2,2,4,2,NA,5,5,4,2,3,NA,2,9,7
"1491",0,"ind","working","nonwhite","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,3,NA,-6,5,5,NA,NA,NA,NA,NA,NA
"1492",0,"rep","don't know/refuse","white","male",2,50,2,1,1,1,3,1,3,4,3,2,2,2,3,1,3,6,2,5,3
"1493",1,"rep","don't know/refuse","white","male",2,24,5,3,3,2,1,4,4,2,3,1,5,3,1,2,4,7,1,10,8
"1494",0,"dem","working","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,NA,-6,3,3,NA,NA,NA,NA,NA,NA
"1495",1,"rep","middle","white","female",2,41,5,3,3,3,4,4,3,4,3,NA,3,3,3,2,1,NA,3,12,9
"1496",0,"dem","don't know/refuse","nonwhite","female",2,78,3,1,1,1,3,2,3,4,3,1,2,2,2,1,3,5,2,7,3
"1497",0,"dem","don't know/refuse","white","female",2,48,5,2,1,2,5,4,5,5,5,NA,1,5,2,3,3,NA,4,13,5
"1498",0,"ind","middle",NA,"female",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,5,1,-6,4,3,NA,NA,NA,NA,NA,NA
"1499",0,"dem","working","nonwhite","male",2,38,1,1,1,2,5,2,4,5,5,1,2,4,5,3,3,7,4,7,4
"1500",0,"ind","don't know/refuse","white","male",2,7,2,3,4,4,5,2,5,4,3,NA,3,3,2,2,4,NA,4,8,11
"1501",0,"dem","don't know/refuse","white","male",2,34,4,2,3,2,4,4,3,4,2,1,3,3,3,3,4,8,3,11,7
"1502",0,"ind","working","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,4,4,-6,4,2,NA,NA,NA,NA,NA,NA
"1503",0,"rep","middle","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,3,-6,4,2,NA,NA,NA,NA,NA,NA
"1504",0,"rep","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,3,NA,-6,4,4,NA,NA,NA,NA,NA,NA
"1505",0,"dem","middle","white","female",3,800,4,2,2,2,4,1,5,5,5,2,1,2,4,2,4,8,3,8,6
"1506",0,"dem","don't know/refuse","nonwhite","male",1,38,3,2,2,2,5,2,3,4,4,1,1,4,3,2,2,5,4,9,6
"1507",0,"dem","middle","white","male",-6,-6,NA,NA,NA,NA,-6,NA,-5,-6,-5,1,-6,2,2,NA,NA,NA,NA,NA,NA
"1508",1,"ind","middle","white","female",2,13,4,2,1,1,2,3,2,4,5,2,4,4,3,5,4,11,1,8,4
"1509",1,"rep","don't know/refuse",NA,"female",2,41,5,4,4,2,6,5,2,4,2,NA,4,3,2,4,3,NA,5,15,10
"1510",0,"ind","don't know/refuse",NA,"other",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,NA,-6,3,3,NA,NA,NA,NA,NA,NA
"1511",1,"rep","middle","white","male",3,41,5,2,2,1,5,4,2,1,2,1,3,4,2,1,1,3,4,13,5
"1512",0,NA,"middle","white","female",2,17,1,1,1,3,4,1,5,5,5,NA,2,4,5,2,4,NA,3,5,5
"1513",0,"dem","middle","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,1,-6,2,1,NA,NA,NA,NA,NA,NA
"1514",1,"rep","don't know/refuse","white","male",2,81,4,3,3,4,5,3,3,4,3,2,5,4,3,3,4,9,4,11,10
"1515",0,"dem","middle","white","male",2,27,4,1,2,1,2,1,3,4,3,NA,2,2,3,1,3,NA,1,6,4
"1516",1,"rep","middle","white","male",2,81,5,3,3,3,4,5,3,3,3,1,4,4,1,3,3,7,3,13,9
"1517",1,"rep","don't know/refuse","white","female",2,34,5,1,3,2,3,4,5,5,5,3,4,3,4,2,2,7,2,11,6
"1518",0,"dem","working","nonwhite","male",1,32,1,1,1,1,1,1,5,4,5,1,1,2,2,2,3,6,1,3,3
"1519",0,"dem","don't know/refuse","nonwhite","female",2,32,1,2,1,3,4,1,5,5,5,1,3,2,1,2,3,6,3,5,6
"1520",0,"dem","working","white","female",2,81,2,1,1,1,3,2,3,5,3,1,2,2,2,1,3,5,2,6,3
"1521",0,"dem","working","white","male",2,79,5,4,4,4,7,5,2,2,3,2,4,4,3,5,3,10,5,15,12
"1522",1,"ind","don't know/refuse","nonwhite","male",2,5,5,4,4,2,6,4,4,4,3,2,4,4,3,2,3,7,5,14,10
"1523",0,"dem","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,4,2,-6,4,4,NA,NA,NA,NA,NA,NA
"1524",0,"ind","lower","white","female",1,33,4,2,2,3,3,3,3,4,3,NA,3,4,5,2,3,NA,2,9,7
"1525",0,"ind","middle","white","male",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,1,-6,1,2,NA,NA,NA,NA,NA,NA
"1526",1,"rep","don't know/refuse","white","female",2,38,5,2,1,2,3,2,4,5,4,NA,3,4,3,4,2,NA,2,9,5
"1527",1,"dem","lower","white","female",2,27,5,2,4,2,2,4,2,4,3,NA,5,4,3,2,3,NA,1,10,8
"1528",0,"rep","don't know/refuse","white","female",2,4,3,3,3,2,5,3,2,3,1,NA,3,1,1,2,4,NA,4,10,8
"1529",0,"ind","don't know/refuse","white","female",3,81,3,3,3,3,5,4,2,3,2,NA,3,2,3,2,2,NA,4,11,9
"1530",0,"dem","middle","white","male",3,4,5,2,2,2,5,3,4,5,4,1,1,2,1,3,4,8,4,12,6
"1531",0,"ind","don't know/refuse","white","female",2,-2,2,3,3,3,5,3,5,3,3,4,3,3,3,3,3,10,4,9,9
"1532",0,"dem","middle","white","female",1,81,3,2,2,2,5,5,3,5,2,1,4,3,2,2,3,6,4,12,6
"1533",0,"ind","middle","nonwhite","male",1,50,2,4,2,3,6,2,1,5,2,NA,1,3,4,3,4,NA,5,9,9
"1534",0,"dem","middle",NA,"female",1,27,1,2,1,3,3,4,4,4,3,2,2,3,3,1,2,5,2,7,6
"1535",0,"dem","don't know/refuse","white","female",2,26,4,2,4,2,4,4,5,5,5,NA,2,4,1,4,4,NA,3,11,8
"1536",0,"dem","working","nonwhite","female",1,24,5,3,3,3,4,3,3,3,3,NA,1,4,3,1,1,NA,3,11,9
"1537",0,"ind","don't know/refuse","white","male",2,21,5,2,2,4,4,5,3,3,3,1,3,4,3,4,3,8,3,13,8
"1538",0,"ind","middle","white","female",-7,-7,NA,NA,NA,NA,-7,NA,4,-7,3,4,-7,3,4,NA,NA,NA,NA,NA,NA
"1539",1,"rep","don't know/refuse","white","female",2,38,5,4,4,3,4,5,2,4,2,1,5,3,2,3,3,7,3,13,11
